Gemeinde;Verwaltungskreis;Schule;Träger;Unterrichtssprache;Bildungsstufe;Schultyp;Anzahl_Schueler;Anzahl_Frauen;Anzahl_Ausl;Anzahl_Fremdspr
Langenthal;Oberaargau;Kindergarten Geissberg 1/2;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;42;20;7;12
Langenthal;Oberaargau;Kindergarten Hard;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;19;7;10;15
Langenthal;Oberaargau;Kindergarten Klus;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;18;9;6;6
Langenthal;Oberaargau;Kindergarten Oberfeld;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;21;13;5;11
Langenthal;Oberaargau;Kindergarten Talstrasse 1/2;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;40;20;9;15
Langenthal;Oberaargau;Kindergarten Winkel 1/2;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;38;18;10;10
Langenthal;Oberaargau;Rudolf Steiner-Schule Langenthal;Subventionierte Schule;Deutsch;Vorschulstufe;Vorschulstufe;21;9;0;1
Lotzwil;Oberaargau;Kindergarten Brunnenweg, Lotzwil;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;19;9;6;4
Lotzwil;Oberaargau;Schulhaus Bleienbach;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;14;7;0;0
Lotzwil;Oberaargau;Schulhaus Rütschelen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;18;13;0;0
Lotzwil;Oberaargau;Schulhaus Dorf, Lotzwil;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;18;7;2;2
Madiswil;Oberaargau;Kindergarten Madiswil;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;55;21;1;3
Melchnau;Oberaargau;Kindergarten Chilchmatt;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;18;10;0;0
Melchnau;Oberaargau;Kindergarten Liebu;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;17;8;4;3
Niederbipp;Oberaargau;Kindergarten Gehrengasse;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;40;23;11;16
Niederbipp;Oberaargau;Kindergarten Pavillon Niederbipp;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;19;9;8;9
Niederbipp;Oberaargau;Schulhaus Doktorsträssli;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;21;7;4;7
Niederönz;Oberaargau;Kindergarten Niederönz;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;27;14;2;2
Oberbipp;Oberaargau;Kindergarten Oberbipp;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;34;19;1;4
Obersteckholz;Oberaargau;Kindergarten und Primarschule Obersteckholz;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;14;7;0;0
Reisiswil;Oberaargau;Kindergarten Reisiswil;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;19;8;0;0
Roggwil (BE);Oberaargau;Kindergarten Bündtenacker;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;18;9;4;4
Roggwil (BE);Oberaargau;Kindergarten Hofmatten;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;18;11;1;1
Roggwil (BE);Oberaargau;Kindergarten Pavillon Roggwil;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;17;6;3;2
Roggwil (BE);Oberaargau;Schule Roggwil;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;16;8;4;3
Rohrbach;Oberaargau;Kindergarten Rohrbach;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;16;9;3;2
Rohrbach;Oberaargau;Volksschule Rohrbach;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;16;9;2;3
Rohrbachgraben;Oberaargau;Volksschule Rohrbachgraben;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;10;2;0;2
Schwarzhäusern;Oberaargau;Volksschule Schwarzhäusern;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;7;2;0;1
Seeberg;Oberaargau;Kindergarten Seeberg;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;24;6;0;0
Thörigen;Oberaargau;Schulhaus Thörigen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;15;7;2;1
Thunstetten;Oberaargau;Kindergarten Graben;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;18;9;3;8
Thunstetten;Oberaargau;Kindergarten Kindergartenweg;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;22;8;3;11
Thunstetten;Oberaargau;Schulhaus Thunstetten;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;21;13;1;2
Ursenbach;Oberaargau;Volksschule Ursenbach;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;21;11;0;0
Walterswil (BE);Oberaargau;Kindergarten Oeschenbach;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;13;5;0;0
Wangen an der Aare;Oberaargau;Schule Wangen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;40;21;4;4
Wangenried;Oberaargau;Schulhaus Wangenried;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;22;11;1;1
Wiedlisbach;Oberaargau;Kindergarten und Primarschule Wiedlisbach;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;30;14;4;10
Wolfisberg;Oberaargau;Schulhaus Wolfisberg;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;11;7;0;0
Wynau;Oberaargau;Kindergarten Wynau;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;30;15;11;12
Wyssachen;Oberaargau;Kindergarten Dorf Wyssachen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;16;10;1;0
Saanen;Obersimmental-Saanen;IBEM Saanenland;Öffentliche Schule;Deutsch;Primarstufe;Besondere Klassen Primarstufe;4;1;1;1
Saanen;Obersimmental-Saanen;IBEM Saanenland;Öffentliche Schule;Deutsch;Sekundarstufe I;Besondere Klassen Sekundarstufe I;5;0;0;0
Boltigen;Obersimmental-Saanen;Schulhaus Reidenbach;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;20;10;1;1
Gsteig;Obersimmental-Saanen;Schulhaus Gsteig;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;12;4;1;1
Lauenen;Obersimmental-Saanen;Kindergarten und Volksschule Lauenen;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;12;6;1;1
Lenk;Obersimmental-Saanen;Volksschule Lenk;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;27;8;4;4
Saanen;Obersimmental-Saanen;Oberstufenzentrum Ebnit;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;49;18;12;14
Saanen;Obersimmental-Saanen;Schulhaus Chalberhöni;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;1;0;0;0
Saanen;Obersimmental-Saanen;Schulhaus Turbach;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;10;4;0;0
Saanen;Obersimmental-Saanen;Schulhaus Bissen;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;10;4;0;2
St. Stephan;Obersimmental-Saanen;Schulhaus Fermel;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;3;1;0;0
Zweisimmen;Obersimmental-Saanen;Oberstufe Zweisimmen;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;54;20;4;2
Boltigen;Obersimmental-Saanen;Schulhaus Boltigen;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;21;6;0;0
Boltigen;Obersimmental-Saanen;Schulhaus Reidenbach;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;43;15;0;0
Gsteig;Obersimmental-Saanen;Schulhaus Feutersoey;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;37;24;6;5
Gsteig;Obersimmental-Saanen;Schulhaus Gsteig;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;7;3;1;1
Lauenen;Obersimmental-Saanen;Kindergarten und Volksschule Lauenen;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;41;28;1;0
Lenk;Obersimmental-Saanen;Volksschule Lenk;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;113;59;12;12
Saanen;Obersimmental-Saanen;Primarschule Gruben;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;43;14;3;10
Saanen;Obersimmental-Saanen;Primarschule Grund;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;22;8;3;4
Saanen;Obersimmental-Saanen;Primarschule Rütti;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;81;45;23;22
Saanen;Obersimmental-Saanen;Primarschule Saanen;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;85;42;22;22
Saanen;Obersimmental-Saanen;Primarschule Schönried;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;36;18;3;7
Saanen;Obersimmental-Saanen;IBEM Saanenland;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;2;2;2;2
Saanen;Obersimmental-Saanen;Schulhaus Chalberhöni;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;9;4;2;2
Saanen;Obersimmental-Saanen;Schulhaus Turbach;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;17;10;0;0
Saanen;Obersimmental-Saanen;Schulhaus Bissen;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;24;10;5;5
Saanen;Obersimmental-Saanen;John F. Kennedy School;Nicht subventionierte Schule;Englisch;Primarstufe;Regelklasse Primarstufe;24;14;21;24
St. Stephan;Obersimmental-Saanen;Schulhaus Matten;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;46;23;6;4
St. Stephan;Obersimmental-Saanen;Schulhaus Moos;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;35;16;6;6
St. Stephan;Obersimmental-Saanen;Schulhaus Fermel;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;6;2;0;0
Zweisimmen;Obersimmental-Saanen;Schulhaus Gwatt Zweisimmen;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;139;68;5;8
Boltigen;Obersimmental-Saanen;Schulhaus Reidenbach;Öffentliche Schule;Deutsch;Sekundarstufe I;Sekundarklassen und spezielle Sekundarklassen;25;14;0;0
Lenk;Obersimmental-Saanen;Volksschule Lenk;Öffentliche Schule;Deutsch;Sekundarstufe I;Sekundarklassen und spezielle Sekundarklassen;40;26;8;7
Saanen;Obersimmental-Saanen;Oberstufenzentrum Ebnit;Öffentliche Schule;Deutsch;Sekundarstufe I;Sekundarklassen und spezielle Sekundarklassen;115;65;10;14
Zweisimmen;Obersimmental-Saanen;Oberstufe Zweisimmen;Öffentliche Schule;Deutsch;Sekundarstufe I;Sekundarklassen und spezielle Sekundarklassen;74;41;1;0
Saanen;Obersimmental-Saanen;International School Gstaad;Nicht subventionierte Schule;Englisch;Sekundarstufe I;Sekundarstufe I ohne Selektion;15;3;15;15
Saanen;Obersimmental-Saanen;John F. Kennedy School;Nicht subventionierte Schule;Englisch;Sekundarstufe I;Sekundarstufe I ohne Selektion;35;18;29;35
Boltigen;Obersimmental-Saanen;Schulhaus Boltigen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;16;8;0;0
Gsteig;Obersimmental-Saanen;Schulhaus Feutersoey;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;11;6;1;1
Lauenen;Obersimmental-Saanen;Kindergarten und Volksschule Lauenen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;13;4;0;0
Lenk;Obersimmental-Saanen;Volksschule Lenk;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;39;25;5;6
Saanen;Obersimmental-Saanen;Primarschule Rütti;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;37;17;8;11
Saanen;Obersimmental-Saanen;Primarschule Saanen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;30;12;8;12
Saanen;Obersimmental-Saanen;Primarschule Schönried;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;29;13;3;3
Saanen;Obersimmental-Saanen;Schulhaus Bissen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;13;8;1;0
Saanen;Obersimmental-Saanen;John F. Kennedy School;Nicht subventionierte Schule;Englisch;Vorschulstufe;Vorschulstufe;7;4;5;7
Zweisimmen;Obersimmental-Saanen;Schulhaus Gwatt Zweisimmen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;47;23;10;11
Aarberg;Seeland;Primarschule Aarberg;Öffentliche Schule;Deutsch;Primarstufe;Besondere Klassen Primarstufe;48;13;7;7
Arch;Seeland;Kindergarten und Primarschule Arch;Öffentliche Schule;Deutsch;Primarstufe;Besondere Klassen Primarstufe;11;4;1;0
Büren an der Aare;Seeland;Schule Büren an der Aare;Öffentliche Schule;Deutsch;Primarstufe;Besondere Klassen Primarstufe;12;4;6;6
Lyss;Seeland;Schule Herrengasse Lyss;Öffentliche Schule;Deutsch;Primarstufe;Besondere Klassen Primarstufe;12;6;6;6
Lyss;Seeland;Integration und schulische Fördermassnahmen (IFB) Schulkreis Büren;Öffentliche Schule;Deutsch;Primarstufe;Besondere Klassen Primarstufe;13;5;4;3
Lyss;Seeland;Schule Stegmatt Lyss;Öffentliche Schule;Deutsch;Primarstufe;Besondere Klassen Primarstufe;9;1;4;6
Studen (BE);Seeland;Schule Studen;Öffentliche Schule;Deutsch;Primarstufe;Besondere Klassen Primarstufe;18;3;10;9
Aarberg;Seeland;Primarschule Aarberg;Öffentliche Schule;Deutsch;Sekundarstufe I;Besondere Klassen Sekundarstufe I;6;2;1;2
Lyss;Seeland;Integration und schulische Fördermassnahmen (IFB) Schulkreis Büren;Öffentliche Schule;Deutsch;Sekundarstufe I;Besondere Klassen Sekundarstufe I;10;4;1;1
Lyss;Seeland;Schule Grentschel Lyss;Öffentliche Schule;Deutsch;Sekundarstufe I;Besondere Klassen Sekundarstufe I;10;5;5;5
Studen (BE);Seeland;Schule Studen;Öffentliche Schule;Deutsch;Sekundarstufe I;Besondere Klassen Sekundarstufe I;16;10;6;7
Aarberg;Seeland;Real-/Sekundarschule Aarberg;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;54;24;12;15
Arch;Seeland;Oberstufenzentrum Arch;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;49;19;3;3
Bargen (BE);Seeland;Kindergarten, Primar- und Realschule Bargen;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;13;6;1;1
Büren an der Aare;Seeland;Schule Büren an der Aare;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;44;24;9;9
Diessbach bei Büren;Seeland;Schule Diessbach;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;19;6;1;0
Dotzigen;Seeland;Primar- und Realschule Dotzigen;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;22;7;3;3
Erlach;Seeland;Oberstufenschule Erlach;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;48;26;6;7
Hermrigen;Seeland;Schule Hermrigen-Merzligen;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;5;2;1;1
Ins;Seeland;Oberstufenzentrum Blaues Schulhaus;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;36;12;14;14
Ins;Seeland;Oberstufenzentrum Ins;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;74;32;11;12
Ins;Seeland;Schlössli Ins;Nicht subventionierte Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;44;17;10;8
Kallnach;Seeland;Schule Kallnach;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;23;7;3;4
Kappelen;Seeland;Schule Kappelen;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;23;10;1;0
Lyss;Seeland;Schule Busswil Lyss;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;28;19;4;6
Lyss;Seeland;Schule Grentschel Lyss;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;94;45;25;26
Lyss;Seeland;Schule Stegmatt Lyss;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;98;39;26;22
Radelfingen;Seeland;Schulhaus Radelfingen;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;11;3;0;0
Rapperswil (BE);Seeland;Oberstufenzentrum Rapperswil;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;62;27;1;1
Schüpfen;Seeland;Schule Schüpberg;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;4;1;1;0
Schüpfen;Seeland;Schule Dorf Schüpfen;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;49;30;2;0
Seedorf (BE);Seeland;Kindergarten und Schulhaus Baggwil;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;37;22;1;1
Studen (BE);Seeland;Oberstufenzentrum Studen-Aegerten-Schwadernau;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;73;34;16;21
Täuffelen;Seeland;Oberstufenzentrum Täuffelen;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;62;33;4;4
Walperswil;Seeland;Schulhaus Walperswil;Öffentliche Schule;Deutsch;Sekundarstufe I;Realklassen, RILZ3+ und integrierte Sonderschulung;15;8;0;0
Aarberg;Seeland;Primarschule Aarberg;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;224;112;26;34
Aarberg;Seeland;Primarschule Aarberg;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;1;0;0;0
Arch;Seeland;Kindergarten und Primarschule Arch;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;92;50;6;7
Bargen (BE);Seeland;Kindergarten, Primar- und Realschule Bargen;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;58;17;4;4
Brüttelen;Seeland;Primarschule Brüttelen;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;52;23;8;8
Büetigen;Seeland;Schule Büetigen;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;49;20;0;2
Büren an der Aare;Seeland;Schule Büren an der Aare;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;209;111;42;41
Diessbach bei Büren;Seeland;Schule Diessbach;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;64;26;6;5
Dotzigen;Seeland;Primar- und Realschule Dotzigen;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;73;41;2;0
Epsach;Seeland;Primarschule Epsach;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;22;9;0;1
Erlach;Seeland;Kindergarten und Primarschule Erlach;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;80;50;19;18
Finsterhennen;Seeland;Schule Finsterhennen;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;42;15;9;9
Gals;Seeland;Primarschule Gals;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;45;27;0;19
Gampelen;Seeland;Kindergarten und Primarschule Gampelen;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;41;20;9;18
Grossaffoltern;Seeland;Schulhaus Suberg;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;55;24;3;8
Grossaffoltern;Seeland;Schulhaus Ammerzwil;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;23;10;1;0
Grossaffoltern;Seeland;Schulhaus Grossaffoltern;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;76;40;7;5
Grossaffoltern;Seeland;Schulhaus Vorimholz;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;20;12;2;2
Hermrigen;Seeland;Schule Hermrigen-Merzligen;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;34;14;0;2
Ins;Seeland;Primarschule Ins;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;247;129;37;46
Ins;Seeland;Schlössli Ins;Nicht subventionierte Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;15;7;5;4
Jens;Seeland;Primarschule Jens;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;35;18;0;3
Kallnach;Seeland;Schule Kallnach;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;98;49;10;7
Kappelen;Seeland;Schule Kappelen;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;96;45;6;0
Leuzigen;Seeland;Kindergarten und Primarschule Leuzigen;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;63;36;3;0
Lüscherz;Seeland;Primarschule Hauptstrasse Lüscherz;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;9;4;2;0
Lüscherz;Seeland;Primarschule Stutzstrasse Lüscherz;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;14;7;1;2
Lyss;Seeland;Schule Kirchenfeld Lyss;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;293;136;60;60
Lyss;Seeland;Schule Herrengasse Lyss;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;148;69;27;26
Lyss;Seeland;Schule Busswil Lyss;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;97;52;9;11
Lyss;Seeland;Schule Grentschel Lyss;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;84;44;14;10
Lyss;Seeland;Schule Stegmatt Lyss;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;113;64;40;37
Müntschemier;Seeland;Primarschule Müntschemier;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;60;30;21;20
Oberwil bei Büren;Seeland;Kindergarten und Primarschule Oberwil bei Büren;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;67;30;1;1
Radelfingen;Seeland;Schulhaus Radelfingen;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;54;32;0;0
Rapperswil (BE);Seeland;Primarschule Dieterswil;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;48;30;4;8
Rapperswil (BE);Seeland;Primarschule Ruppoldsried;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;17;10;1;1
Rapperswil (BE);Seeland;Kindergarten und Primarschule Rapperswil;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;99;45;4;10
Rüti bei Büren;Seeland;Primarschule Rüti;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;37;17;0;1
Schüpfen;Seeland;Schule Ziegelried;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;39;16;2;0
Schüpfen;Seeland;Schule Schüpberg;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;12;1;0;0
Schüpfen;Seeland;Schule Dorf Schüpfen;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;143;66;8;0
Seedorf (BE);Seeland;Schulhaus Lobsigen;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;58;31;6;6
Seedorf (BE);Seeland;Kindergarten und Schulhaus Seedorf;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;36;20;2;2
Seedorf (BE);Seeland;Kindergarten und Schulhaus Wiler;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;32;13;0;0
